Name,Category,PostalCode,City,Province,Address,Latitude,Longitude
Royal Botanical Gardens,art or cultural centre,L7T 4H4,burlington,on,680 plains rd w burlington ontario l7t 4h4 canada,43.29066452,-79.87732045
Sathiya Sai Baba Cultural Centre,art or cultural centre,M1S 5W2,toronto,on,5321 finch ave e,43.81069158,-79.25233951
Saw Video Media Art Centre,art or cultural centre,..,ottawa,on,..,45.42538785,-75.68873539
Seal Interpretive Centre,art or cultural centre,G4T 7A5,les-Óles-de-la madeleine,qc,"377, route 199",47.559875,-61.52353
Serbian Cultural Centre,art or cultural centre,..,ottawa,on,..,45.34701564,-75.69994362
Shades of the Past,art or cultural centre,A1Y 1C6,carbonear,nl,site 2a rr1 comp 8 carbonear newfoundland & labrador a1y 1c6 canada,..,..
Sheldon Centre For Outdoor Education,art or cultural centre,..,alliston,on,rr #1 alliston ontario canada,44.1539369,-79.8692321
Site D'InterprÈtation Chouette ¿ Voir !,art or cultural centre,J2S 7B6,st-jude,qc,875 rang salvail sud st-jude quÈbec j2s 7b6 canada,45.76224035,-73.00734037
Site Mary-Travers Dite :  La Bolduc,art or cultural centre,G0C 2A0,newport,qc,124 route 132 newport quÈbec g0c 2a0 canada,..,..
Smart Centres,art or cultural centre,..,prince george,bc,..,53.86238144,-122.7838895
SociÈtÈ Saint-Jean Baptiste De MontrÈal,art or cultural centre,H2X 1X3,montrÈal,qc,82 sherbrooke ouest maison ludger-duvernay montrÈal quÈbec h2x 1x3 canada,..,..
SociÈtÈ Saint-Pierre,art or cultural centre,B0E 1H0,cheticamp,ns,15584 cabot trail cp 430 cheticamp nova scotia b0e 1h0 canada,46.64273215,-61.00169515
St Basils Cultural Centre,art or cultural centre,..,edmonton,ab,10819 71 avenue nw,53.50623994,-113.5121826
St. George's Heritage Church,art or cultural centre,A0A 1K0,brigus,nl,janes'hill brigus newfoundland & labrador a0a 1k0 canada,47.5341,-53.2069104
St. John's Arts And Culture Centre,art or cultural centre,..,..,nl,..,47.5757209,-52.72955848
Station De Recherche Des Œles Mingan,art or cultural centre,G0G 1V0,pointe de-mingan,qc,625 rue du centre longue-pointe-de-mingan quÈbec g0g 1v0 canada,50.2612114,-64.1553183
Stephenville Arts And Culture Centre,art or cultural centre,..,..,nl,..,48.54992704,-58.56369356
Synthesis Consulting Ltd,art or cultural centre,..,burnaby,bc,4562 hastings st,49.28073295,-123.0008875
TagÈ Cho Hud‰n Interpretative Centre,art or cultural centre,Y0B 1C0,carmacks,yt,box 135 carmacks yukon y0b 1c0 canada,62.0887686,-136.2898984
Teslin Tlingit Heritage Centre,art or cultural centre,Y0A 1B0,teslin,yt,po box 133 teslin yukon y0a 1b0 canada,60.2288979,-132.771687
ThÈatre L'Empress,art or cultural centre,..,moncton,nb,811 main st,46.08831557,-64.77909728
The Beaches Heritage Centre,art or cultural centre,A0G 1Z0,eastport,nl,8 church street eastport newfoundland & labrador a0g 1z0 canada,48.6536383,-53.75458557
The Forum (Community Peace Centre,art or cultural centre,..,moncton,nb,22 church st,46.0891382,-64.77849831
The Walter Carsen Centre For the National Ballet of Canada,art or cultural centre,M5V 3K4,toronto,on,470 queens quay w,43.63778924,-79.39360219
Thousand Islands National Park: Interpretive Centre,art or cultural centre,..,mallorytown,on,mallorytown landing mallorytown ontario canada,44.4548578,-75.8590937
Tsiionhiakwatha-Droulers Archaeological Site Interpretation Center,art or cultural centre,J0S 1M0,saint-anicet,qc,"1800, chemin leahy",45.08304,-74.31474
U'Mista Cultural Society,art or cultural centre,V0N 1A0,alert,bc,#1 front street po box 253 alert bay british columbia v0n 1a0 canada,50.590953,-126.9315323
Ukrainian Academy of Arts And Sciences (Uvan) In Canada Inc.,art or cultural centre,R3B 1B6,winnipeg,mb,456 main street winnipeg manitoba r3b 1b6 canada,49.8973665,-97.1392924
Ukrainian Cultural & Educational Centre,art or cultural centre,R3B 0L6,winnipeg,mb,184 alexander ave winnipeg manitoba r3b 0l6 canada,49.9020813,-97.1379955
Ukrainian Hall Cultural Centre,art or cultural centre,M6G 3B1,toronto,on,83 christie st,43.66547714,-79.41889923
Vieux PresbytËre De Deschambault,art or cultural centre,G0A 1S0,deschambault,qc,117 rue st-joseph deschambault quÈbec g0a 1s0 canada,46.6480148,-71.9277639
Wildflower Arts Centre,art or cultural centre,..,calgary,ab,3363 spruce dr sw,51.04627241,-114.1355338
Wood Buffalo National Park -Visitor Centre,art or cultural centre,X0E 0P0,fort smith,nt,149 mcdougall road po box 750 fort smith north west territories x0e 0p0 canada,..,..
Zion Church Cultural Centre,art or cultural centre,..,toronto,on,1650 finch ave e,43.79349594,-79.35268294
Zoo Sauvage De Saint-FÈlicien / Centre For the Conservation of Boreal Biodiversity,art or cultural centre,G8K 2P8,saint fÈlicien,qc,"2230, boulevard du jardin",48.667271,-72.45947
#Hashtag Gallery,gallery,M6J 1V2,toronto,on,801 dundas st w,43.65169472,-79.40803272
"2 of 2 Gallery, Pari Nadimi Gallery",gallery,M6J 2L8,toronto,on,254 niagara st,43.64500353,-79.4090195
337 Sketch Gallery,gallery,L8H 3Z8,hamilton,on,"337 ottawa st n, hamilton, on l8h 3z8",43.251424,-79.816402
»s Trad - Living Heritage Center,gallery,G1K 4H6,quÈbec,qc,"5, rue cul-de-sac",46.812477,-71.202943
A Space Gallery,gallery,M5V 3A8,toronto,on,401 richmond st w,43.64775543,-79.39474843
Acadia University Art Gallery,gallery,B4P 2R6,wolfville,ns,10 highland avenue wolfville nova scotia b4p 2r6 canada,45.09017265,-64.36463818
Aceartinc.,gallery,R3B 0T2,winnipeg,mb,290 mcdermot ave 2nd floor winnipeg manitoba r3b 0t2 canada,..,..
Agnes Bugera Gallery Inc,gallery,..,edmonton,ab,12310 jasper avenue nw,53.54136865,-113.5330197
Agnes Etherington Art Centre (Gallery),gallery,..,kingston,on,36 university ave,44.22547268,-76.49603868
Agnes Jamieson Gallery,gallery,K0M 2K0,minden,on,176 bobcaygeon road minden ontario k0m 2k0 canada,44.92962774,-78.72756246
Ago Art Rental + Sales Gallery,gallery,M5G 2H4,toronto,on,481 university ave,43.65524442,-79.387749
Ahva Gallery,gallery,..,vancouver,bc,6398 university blvd vancouver bc,49.2639124,-123.2549451
Aka Artist-Run,gallery,S7M 0X4,saskatoon,sk,424 20th st w saskatoon saskatchewan s7m 0x4 canada,52.1262271,-106.6988265
Akasha Art Projects Gallery,gallery,M4Y 2C9,toronto,on,511 church st,43.66619476,-79.38093789
Al Green Sculpture Gallery,gallery,M4S 1A1,toronto,on,64 merton st,43.69698245,-79.39434284
Alison Milne Gallery,gallery,M6J 2N6,toronto,on,198 walnut ave,43.64509611,-79.41142637
Allen Sapp Gallery,gallery,S9A 2Y6,north-battleford,sk,1 railway ave e po box 460 north battleford saskatchewan s9a 2y6 canada,52.7717567,-108.297712
Alliance Francaise De Toronto (Pierre-Leon Downtown Gallery),gallery,M5R 2S7,toronto,on,24 spadina rd,43.66877533,-79.40519291
Allie Griffin Art Gallery,gallery,S4H 2A1,weyburn,sk,45 bison avenue north weyburn saskatchewan s4h 2a1 canada,50.032057,-103.7263745
Allsorts Gallery,gallery,L8H 3Z7,hamilton,on,"244 ottawa street north, hamilton, on l8h 3z7",43.249463,-79.816933
Amelia Douglas Gallery,gallery,..,new-westminster,bc,..,49.20354979,-122.9128583
Angell Gallery,gallery,M6J 2Y7,toronto,on,12 ossington ave,43.64446791,-79.41938141
Anna Leonowens Art Gallery,gallery,B3J 3J6,halifax,ns,nova scotia college of art & design 1891 granville st halifax nova scotia b3j 3j6 canada,..,..
Anoush Gallery,gallery,M5T 2K2,toronto,on,75 kensington ave,43.65462299,-79.40049918
Aoe Gallery,gallery,K1E 0A1,ottawa,on,245 centrum blvd,45.48070851,-75.5113172
Apple Art Gallery,gallery,E1C 4Z6,moncton,nb,134 church st,46.09253232,-64.77997633
Arbor Valley Cabinet Gallery,gallery,..,calgary,ab,131 61 av se,50.99743873,-114.0620788
Arcadia Art Gallery And Co-Op,gallery,M5V 2Y9,toronto,on,680 queens quay w,43.6352217,-79.40010919
Architectural Institute of BC Gallery,gallery,V6B 2N5,vancouver,bc,440 cambie st vancouver bc v6b 2n5,49.2817199,-123.1095005
Archive Gallery Inc.,gallery,M5A 2W6,toronto,on,56 berkeley st,43.65239483,-79.36470128
Arctic Institute of North America,gallery,T2N 1N4,calgary,ab,es 1040-2500 university dr. nw calgary alberta t2n 1n4 canada,..,..
Art 10 Gallery,gallery,..,nanaimo,bc,..,49.217556,-124.0291289
Art Bealing Flower Gallery,gallery,..,calgary,ab,4119 17 av se,51.0375467,-113.9747447
Art Flow Gallery,gallery,K1R 6R7,ottawa,on,60-838 somerset st w,45.418587,-75.6885002
Art Gallery - Studio Raymond-Marie Murray,gallery,G5M 1E3,rimouski,qc,"80, rue saint-germain e.",48.4887285,-68.4863669
Art Gallery of Alberta (Aga),gallery,..,edmonton,ab,2 sir winston churchill square nw,53.54523148,-113.4908988
Art Gallery of Algoma (Aga),gallery,P6A 3C3,sault ste-marie,on,10 east street sault ste. marie ontario p6a 3c3 canada,46.50721447,-84.33083191
Art Gallery of Bancroft,gallery,K0L 1C0,bancroft,on,10 flint avenue bancroft ontario k0l 1c0 canada,45.05727553,-77.8527822
Art Gallery of Burlington,gallery,..,burlington,on,1333 lakeshore rd.,43.32095755,-79.80075292
Art Gallery of Golden,gallery,V0A 1H0,golden,bc,516 9th ave. north golden british columbia v0a 1h0 canada,51.297339,-116.9625341
Art Gallery of Grande Prairie,gallery,..,grande prairie,ab,..,55.17291695,-118.7909811
Art Gallery of Greater Victoria,gallery,V8V 4P1,victoria,bc,1040 moss street victoria british columbia v8v 4p1 canada,48.4220673,-123.3474902
Art Gallery of Guelph,gallery,N1G 1Y1,guelph,on,358 gordon st. guelph ontario n1g 1y1 canada,43.5330827,-80.2330121
Art Gallery of Hamilton,gallery,L8N 1A9,hamilton,on,"123 king st. w. hamilton,on l8n 1a9",43.25724132,-79.87240737
Art Gallery of Northumberland,gallery,K9A 2M2,cobourg,on,55 king st w cobourg ontario k9a 2m2 canada,43.9593412,-78.16778255
Art Gallery of Nova Scotia,gallery,B3J 3C8,halifax,ns,1723 hollis st. halifax nova scotia b3j 3c8 canada,44.648093,-63.57270649
Art Gallery of Ontario,gallery,M5T 1G4,toronto,on,317 dundas st w,43.65351156,-79.39256978
Art Gallery of Peterborough,gallery,K9J 2G1,peterborough,on,250 crescent st peterborough ontario k9j 2g1 canada,44.2944996,-78.31766428
Art Gallery of Regina,gallery,S4P 3C8,regina,sk,neil balkwill civic arts centre 2420 elphinstone street po box 1790 regina saskatchewan s4p 3c8 canada,50.4404541,-104.6327737
Art Gallery of Southwestern Manitoba,gallery,R7A 0K9,brandon,mb,710 rosser avenue unit 2 brandon manitoba r7a 0k9 canada,..,..
Art Gallery of St Albert,gallery,T8N 1E5,st-albert,ab,19 perron street st albert alberta t8n 1e5 canada,53.6346418,-113.6260654
Art Gallery of Sudbury,gallery,P3E 1P9,sudbury,on,250 john st. sudbury ontario p3e 1p9 canada,46.4833756,-80.9892339
Art Gallery of Swift Current,gallery,S9H 1M5,swift current,sk,411 herbert st e swift current saskatchewan s9h 1m5 canada,50.2867186,-107.7940188
Art Gallery of Windsor,gallery,N9A 7J1,windsor,on,401 riverside dr w windsor ontario n9a 7j1 canada,42.3083077,-83.0719409
Art Gallery of York University,gallery,M3J 1P3,toronto,on,4700 keele st,43.77341869,-79.50234145
Art Metropole,gallery,M6K 1T5,toronto,on,1490 dundas street w. toronto ontario m6k 1t5 canada,43.649795,-79.4318959
Art Square Gallery And CafÈ,gallery,M5T 1G5,toronto,on,334 dundas st w,43.65438035,-79.39260735
Art Works Gallery,gallery,V6B 4X7,vancouver,bc,225 smithe st vancouver bc v6b 4x7,49.2775077,-123.1165781
ArtÍria Art Gallery,gallery,J2L 1C2,bromont,qc,"625, rue shefford",45.318848,-72.653344
"Arta Gallery, Distillery District",gallery,M5A 3C4,toronto,on,55 mill st,43.65063867,-79.35966192
Arteast FranÁois Dupuis Gallery,gallery,K4A 0R5,ottawa,on,2263 portobello blvd,45.45423771,-75.46414469
Arteclectica Gallery,gallery,..,township of langley,bc,..,49.17478795,-122.5857293
Artgora Gallery,gallery,..,moncton,nb,135 timberline rd,46.14458839,-64.89939852
Articsok Gallery,gallery,M6N 1J2,toronto,on,1697 st clair ave w,43.6741737,-79.45917826
Articulations: Earl Selkirk Gallery,gallery,M6P 1Y8,toronto,on,2928 dundas st w,43.66564418,-79.46719721
Artisan Village,gallery,..,moncton,nb,465 main st,46.09063958,-64.77164424
Artista Art & Antiques Ltd.,gallery,..,kelowna,bc,lawrence ave 271,49.88514231,-119.4974568
Artists of Stonebridge Gallery,gallery,K2J 0V1,ottawa,on,3500 cambrian rd,45.25326577,-75.73475615
Artists' Centre D'Artistes Ottawa Inc. (Gallery 101),gallery,K2P 0B8,ottawa,on,236 nepean st. ottawa ontario k2p 0b8 canada,45.4189708,-75.6940522
Artpoint Gallery & Studios,gallery,..,calgary,ab,1038 17 av se,51.03853172,-114.037083
Arts Etobicoke Gallery,gallery,M9A 1B2,toronto,on,4893 dundas st w,43.6490587,-79.52812556
Arts&Architecture,gallery,K1S 3X7,ottawa,on,1181 bank street,45.3922165,-75.6815324
Artscape Triangle Gallery,gallery,M6J 0A2,toronto,on,38 abell st,43.64200598,-79.42479992
Artspace,gallery,K9J 7X6,peterborough,on,378 aylmer st. north peterborough ontario k9j 7x6 canada,44.3055945,-78.3231877
Artspeak Gallery,gallery,V6B 2J2,vancouver,bc,233 carrall st vancouver bc v6b 2j2,49.282941,-123.104299
Assumption Gallery,gallery,..,moncton,nb,770 main st,46.08792741,-64.77709249
Atelier Circulaire,gallery,H2T 3B2,montrÈal,qc,5445 rue de gaspÈ -espaces 105 et 517 montrÈal quÈbec h2t 3b2 canada,..,..
Atelier Et Galerie D'Art La Baraque,gallery,G4T 0B9,les-Óles-de-la madeleine,qc,"489, ch. du bassin",47.225216,-61.925386
Atelier Galerie D'Art Solart,gallery,J0V 1V0,ripon,qc,"211, ch. du lac grosleau",45.825724,-75.07629
Atelier-Galerie D'Art Victoriaville,gallery,G6P 3Z4,victoriaville,qc,"39, rue notre-dame e.",46.055865,-71.958027
Atelier-Galerie Nicole DeschÍnes Duval,gallery,G0R 3G0,saint-jean port joli,qc,"532, av. de gaspÈ e.",47.243541,-70.234503
Atelier-Galerie Pierre-Gilles Martin Et Carole Tanguay,gallery,G3Z 1M6,baie saint-paul,qc,"90, rue st-jean-baptiste",47.443767,-70.508071
Atlantic Provinces Art Gallery Association,gallery,B3H 4R2,halifax,ns,c/o michele gallant dalhousie art gallery 6101 university ave -po box 15000 halifax ns b3h 4r2,..,..
Atrium Art Gallery,gallery,K2G G5K,ottawa,on,101 centrepointe dr,45.3444561,-75.76253912
Audain Gallery,gallery,V6B 1H4,vancouver,bc,149 w hastings st vancouver bc v6b 1h4,49.282395,-123.108715
Avenida Art & Framing Gallery,gallery,..,calgary,ab,#2 625 77 av se,50.98403565,-114.0498916
Awol Gallery,gallery,M6J 2Y7,toronto,on,78 ossington ave,43.64593566,-79.41977172
Axe NÈo -7,gallery,J8Y 3M5,gatineau,qc,80 rue hanson gatineau quÈbec j8y 3m5 canada,45.4287713,-75.72812333
Axis Gallery & Grill,gallery,M6P 1Z3,toronto,on,3048 dundas st w,43.66568093,-79.47095964
Ayden Gallery,gallery,V6B 6N9,vancouver,bc,88 w pender st vancouver bc v6b 6n9,49.2809655,-123.1071802
Back Gallery Project,gallery,V6A 1R1,vancouver,bc,602 e hastings st vancouver bc v6a 1r1,49.2811369,-123.0913998
Baka Gallery CafÈ,gallery,M6S 1N6,toronto,on,2256 bloor st w,43.65109629,-79.47759889
Barbara Ann Scott Gallery,gallery,K1P 1J1,ottawa,on,110 laurier ave w,45.42080089,-75.6902971
Bau-Xi Gallery,gallery,V6H 3J9,vancouver,bc,3045 granville st vancouver bc v6h 3j9,49.258496,-123.1391799
Bearga Gallery,gallery,..,township of langley,bc,..,49.17032581,-122.5773185
Bearsclaw Gallery,gallery,..,edmonton,ab,10403 124 street nw,53.54672367,-113.5351636
Beaver Hall Gallery,gallery,M5T 1V7,toronto,on,29 mc caul st,43.65130124,-79.38978924
Beaverbrook Art Gallery,gallery,E3B 5A6,fredericton,nb,703 queen st fredericton new brunswick e3b 5a6 canada,45.95983165,-66.6354083
Bel Art Gallery,gallery,..,vancouver,bc,..,49.33747064,-123.1023904
Belleville Public Library And John M.Parrott Art Gallery,gallery,K8N 3A7,belleville,on,254 pinnacle street belleville ontario k8n 3a7 canada,44.16532165,-77.38366144
Bending Spoons Gallery At Vesuvio,gallery,M6P 1Z3,toronto,on,3010 dundas st w,43.66577171,-79.46978508
Bernard Poulin Studios,gallery,K2P 1V2,ottawa,on,20 the driveway,45.419442,-75.684678
Bezpala Brown Gallery,gallery,M5E 1M2,toronto,on,17 church st,43.64808132,-79.37341203
Bill Reid Gallery,gallery,V6C 2G3,vancouver,bc,639 hornby st vancouver bc v6c 2g3,49.284308,-123.119819
Birks Art Gallery (1989) Ltd,gallery,..,edmonton,ab,12512 118 avenue nw,53.56981211,-113.5360577
Birthplace of BC Gallery,gallery,..,township of langley,bc,..,49.16712676,-122.5808057
Bizune Event Gallery,gallery,M5V 1Y1,toronto,on,452 richmond st w,43.64798103,-79.39747726
Black Dog Pottery,gallery,..,kingston,on,58 queen st,44.23215335,-76.48168925
Black Earth Floral Gallery,gallery,..,calgary,ab,#232 5149 country hills bv nw,51.13740834,-114.1587633
Blink Gallery,gallery,K1N 9N4,ottawa,on,1 st patrick st,45.43304058,-75.68792421
Blue Angel Gallery,gallery,L8R 2L2,hamilton,on,"243 james st. north, hamilton, on l8r 2l2",43.262836,-79.866525
Blue Dot Gallery,gallery,M5A 3C4,toronto,on,55 mill st,43.65063867,-79.35966192
Bmw Gallery,gallery,..,calgary,ab,7699 110 av nw,51.1522353,-114.1954624
Board of Directors Gallery,gallery,M6J 1H8,toronto,on,1082 queen st w,43.64373884,-79.42193631
Boft Fine Rugs Gallery,gallery,..,calgary,ab,1225b 9 av se,51.04134882,-114.0351811
BorÈart - Centre D'Exposition En Arts Visuels,gallery,J2G 2W1,granby,qc,"279, rue principale bureau 200",45.40115,-72.729535
Brackendale Art Gallery Theatre Teahouse,gallery,V0N 1H0,brackendale,bc,41950 government road brackendale british columbia v0n 1h0 canada,49.7659833,-123.1491825
Britannia Art Gallery,gallery,K2B 6W8,ottawa,on,2728 howe street,45.36543915,-75.79641535
Burnaby Art Gallery,gallery,..,burnaby,bc,..,49.24092931,-122.9713007
Calgary Coin Gallery,gallery,..,calgary,ab,1404 centre st se,51.03926557,-114.0627392
Campbell River And District Public Art Gallery,gallery,V9W 2C7,campbell,bc,1235 shoppers row campbell river british columbia v9w 2c7 canada,50.0272188,-125.244825
